"lakecode","lakename","lakeorriver","season","iceon_year","iceon_month","iceon_day","iceoff_year","iceoff_month","iceoff_day","duration","latitude","longitude","country","froze","comments","rule_year"
"ARAI1","LAKE SUWA","L","1599-00",1599,12,22,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1599
"ARAI1","LAKE SUWA","L","1600-01",1600,11,19,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1600
"ARAI1","LAKE SUWA","L","1601-02",1601,12,30,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1601
"ARAI1","LAKE SUWA","L","1602-03",1602,12,4,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1602
"ARAI1","LAKE SUWA","L","1603-04",1603,12,1,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1603
"ARAI1","LAKE SUWA","L","1604-05",1604,12,15,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1604
"ARAI1","LAKE SUWA","L","1605-06",1605,11,18,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1605
"ARAI1","LAKE SUWA","L","1606-07",1606,11,23,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1606
"ARAI1","LAKE SUWA","L","1607-08",1607,12,25,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1607
"ARAI1","LAKE SUWA","L","1608-09",1608,12,6,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1608
"ARAI1","LAKE SUWA","L","1609-10",1609,11,18,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1609
"ARAI1","LAKE SUWA","L","1610-11",1610,12,1,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1610
"ARAI1","LAKE SUWA","L","1611-12",1611,11,22,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1611
"ARAI1","LAKE SUWA","L","1612-13",1612,12,26,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1612
"ARAI1","LAKE SUWA","L","1613-14",1613,12,10,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1613
"ARAI1","LAKE SUWA","L","1614-15",1614,11,21,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1614
"ARAI1","LAKE SUWA","L","1615-16",1615,12,23,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1615
"ARAI1","LAKE SUWA","L","1616-17",1616,11,22,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1616
"ARAI1","LAKE SUWA","L","1617-18",1617,12,3,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1617
"ARAI1","LAKE SUWA","L","1618-19",1618,12,11,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1618
"ARAI1","LAKE SUWA","L","1619-20",1619,12,11,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1619
"ARAI1","LAKE SUWA","L","1620-21",1620,11,8,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1620
"ARAI1","LAKE SUWA","L","1621-22",1621,12,8,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1621
"ARAI1","LAKE SUWA","L","1622-23",1622,12,13,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1622
"ARAI1","LAKE SUWA","L","1623-24",1623,12,25,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1623
"ARAI1","LAKE SUWA","L","1624-25",1624,12,23,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1624
"ARAI1","LAKE SUWA","L","1625-26",1625,12,9,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1625
"ARAI1","LAKE SUWA","L","1626-27",1626,12,10,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1626
"ARAI1","LAKE SUWA","L","1627-28",1627,12,9,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1627
"ARAI1","LAKE SUWA","L","1628-29",1628,11,21,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1628
"ARAI1","LAKE SUWA","L","1629-30",1629,12,21,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1629
"ARAI1","LAKE SUWA","L","1630-31",1630,11,22,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1630
"ARAI1","LAKE SUWA","L","1631-32",1631,12,25,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1631
"ARAI1","LAKE SUWA","L","1632-33",1632,12,19,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1632
"ARAI1","LAKE SUWA","L","1633-34",1633,12,10,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1633
"ARAI1","LAKE SUWA","L","1634-35",1634,11,28,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1634
"ARAI1","LAKE SUWA","L","1635-36",1635,12,3,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1635
"ARAI1","LAKE SUWA","L","1636-37",1636,12,12,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1636
"ARAI1","LAKE SUWA","L","1637-38",1637,12,1,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1637
"ARAI1","LAKE SUWA","L","1638-39",1638,12,22,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1638
"ARAI1","LAKE SUWA","L","1639-40",1639,12,20,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1639
"ARAI1","LAKE SUWA","L","1640-41",1640,12,19,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1640
"ARAI1","LAKE SUWA","L","1641-42",1641,11,15,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1641
"ARAI1","LAKE SUWA","L","1642-43",1642,12,26,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1642
"ARAI1","LAKE SUWA","L","1643-44",1643,12,6,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1643
"ARAI1","LAKE SUWA","L","1644-45",1644,12,2,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1644
"ARAI1","LAKE SUWA","L","1645-46",1645,12,13,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1645
"ARAI1","LAKE SUWA","L","1646-47",1647,1,10,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1646
"ARAI1","LAKE SUWA","L","1647-48",1647,12,5,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1647
"ARAI1","LAKE SUWA","L","1648-49",1648,11,29,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1648
"ARAI1","LAKE SUWA","L","1649-50",1649,12,6,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1649
"ARAI1","LAKE SUWA","L","1650-51",1650,12,15,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1650
"ARAI1","LAKE SUWA","L","1651-52",1651,12,14,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1651
"ARAI1","LAKE SUWA","L","1652-53",1652,12,7,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1652
"ARAI1","LAKE SUWA","L","1653-54",1653,12,14,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1653
"ARAI1","LAKE SUWA","L","1654-55",1654,12,8,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1654
"ARAI1","LAKE SUWA","L","1655-56",1655,12,11,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1655
"ARAI1","LAKE SUWA","L","1656-57",1656,12,11,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1656
"ARAI1","LAKE SUWA","L","1657-58",1657,12,25,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1657
"ARAI1","LAKE SUWA","L","1658-59",1658,11,28,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1658
"ARAI1","LAKE SUWA","L","1659-60",1659,12,11,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1659
"ARAI1","LAKE SUWA","L","1660-61",1660,12,12,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1660
"ARAI1","LAKE SUWA","L","1661-62",1661,12,19,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1661
"ARAI1","LAKE SUWA","L","1662-63",1662,12,2,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1662
"ARAI1","LAKE SUWA","L","1663-64",1663,12,11,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1663
"ARAI1","LAKE SUWA","L","1664-65",1664,11,26,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1664
"ARAI1","LAKE SUWA","L","1665-66",1665,11,28,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1665
"ARAI1","LAKE SUWA","L","1666-67",1666,12,6,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1666
"ARAI1","LAKE SUWA","L","1667-68",1667,12,11,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1667
"ARAI1","LAKE SUWA","L","1668-69",1668,11,16,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1668
"ARAI1","LAKE SUWA","L","1669-70",1669,12,26,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1669
"ARAI1","LAKE SUWA","L","1670-71",1670,12,7,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1670
"ARAI1","LAKE SUWA","L","1671-72",-999,-999,-999,-999,-999,-999,0,36.15,138.08,"JAPAN","N"," ",1671
"ARAI1","LAKE SUWA","L","1672-73",1672,11,26,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1672
"ARAI1","LAKE SUWA","L","1673-74",1673,12,23,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1673
"ARAI1","LAKE SUWA","L","1674-75",1674,12,19,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1674
"ARAI1","LAKE SUWA","L","1675-76",1675,12,22,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1675
"ARAI1","LAKE SUWA","L","1676-77",1676,12,6,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1676
"ARAI1","LAKE SUWA","L","1677-78",1678,1,3,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1677
"ARAI1","LAKE SUWA","L","1678-79",1678,12,6,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1678
"ARAI1","LAKE SUWA","L","1679-80",1679,11,28,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1679
"ARAI1","LAKE SUWA","L","1680-81",1680,11,28,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1680
"ARAI1","LAKE SUWA","L","1681-82",1681,12,22,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1681
"ARAI1","LAKE SUWA","L","1683-84",-999,-999,-999,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y"," ",1683
"ARAI1","LAKE SUWA","L","1684-85",-999,-999,-999,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y"," ",1684
"ARAI1","LAKE SUWA","L","1685-86",-999,-999,-999,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y"," ",1685
"ARAI1","LAKE SUWA","L","1686-87",-999,-999,-999,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y"," ",1686
"ARAI1","LAKE SUWA","L","1687-88",-999,-999,-999,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y"," ",1687
"ARAI1","LAKE SUWA","L","1688-89",-999,-999,-999,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y"," ",1688
"ARAI1","LAKE SUWA","L","1689-90",-999,-999,-999,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y"," ",1689
"ARAI1","LAKE SUWA","L","1690-91",-999,-999,-999,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y"," ",1690
"ARAI1","LAKE SUWA","L","1691-92",-999,-999,-999,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y"," ",1691
"ARAI1","LAKE SUWA","L","1692-93",-999,-999,-999,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y"," ",1692
"ARAI1","LAKE SUWA","L","1693-94",-999,-999,-999,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y"," ",1693
"ARAI1","LAKE SUWA","L","1694-95",-999,-999,-999,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y"," ",1694
"ARAI1","LAKE SUWA","L","1695-96",-999,-999,-999,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y"," ",1695
"ARAI1","LAKE SUWA","L","1696-97",1696,11,29,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1696
"ARAI1","LAKE SUWA","L","1697-98",-999,-999,-999,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y"," ",1697
"ARAI1","LAKE SUWA","L","1698-99",-999,-999,-999,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y"," ",1698
"ARAI1","LAKE SUWA","L","1699-00",-999,-999,-999,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y"," ",1699
"ARAI1","LAKE SUWA","L","1700-01",-999,-999,-999,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y"," ",1700
"ARAI1","LAKE SUWA","L","1701-02",-999,-999,-999,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y"," ",1701
"ARAI1","LAKE SUWA","L","1702-03",-999,-999,-999,-999,-999,-999,0,36.15,138.08,"JAPAN","N"," ",1702
"ARAI1","LAKE SUWA","L","1703-04",-999,-999,-999,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y"," ",1703
"ARAI1","LAKE SUWA","L","1704-05",-999,-999,-999,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y"," ",1704
"ARAI1","LAKE SUWA","L","1705-06",-999,-999,-999,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y"," ",1705
"ARAI1","LAKE SUWA","L","1706-07",-999,-999,-999,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y"," ",1706
"ARAI1","LAKE SUWA","L","1707-08",-999,-999,-999,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y"," ",1707
"ARAI1","LAKE SUWA","L","1708-09",-999,-999,-999,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y"," ",1708
"ARAI1","LAKE SUWA","L","1709-10",-999,-999,-999,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y"," ",1709
"ARAI1","LAKE SUWA","L","1710-11",-999,-999,-999,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y"," ",1710
"ARAI1","LAKE SUWA","L","1711-12",-999,-999,-999,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y"," ",1711
"ARAI1","LAKE SUWA","L","1712-13",-999,-999,-999,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y"," ",1712
"ARAI1","LAKE SUWA","L","1713-14",-999,-999,-999,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y"," ",1713
"ARAI1","LAKE SUWA","L","1714-15",-999,-999,-999,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y"," ",1714
"ARAI1","LAKE SUWA","L","1715-16",-999,-999,-999,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y"," ",1715
"ARAI1","LAKE SUWA","L","1716-17",-999,-999,-999,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y"," ",1716
"ARAI1","LAKE SUWA","L","1717-18",-999,-999,-999,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y"," ",1717
"ARAI1","LAKE SUWA","L","1718-19",-999,-999,-999,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y"," ",1718
"ARAI1","LAKE SUWA","L","1719-20",-999,-999,-999,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y"," ",1719
"ARAI1","LAKE SUWA","L","1720-21",-999,-999,-999,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y"," ",1720
"ARAI1","LAKE SUWA","L","1721-22",-999,-999,-999,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y"," ",1721
"ARAI1","LAKE SUWA","L","1722-23",-999,-999,-999,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y"," ",1722
"ARAI1","LAKE SUWA","L","1723-24",-999,-999,-999,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y"," ",1723
"ARAI1","LAKE SUWA","L","1724-25",-999,-999,-999,-999,-999,-999,0,36.15,138.08,"JAPAN","N"," ",1724
"ARAI1","LAKE SUWA","L","1725-26",-999,-999,-999,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y"," ",1725
"ARAI1","LAKE SUWA","L","1726-27",-999,-999,-999,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y"," ",1726
"ARAI1","LAKE SUWA","L","1727-28",-999,-999,-999,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y"," ",1727
"ARAI1","LAKE SUWA","L","1728-29",-999,-999,-999,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y"," ",1728
"ARAI1","LAKE SUWA","L","1729-30",-999,-999,-999,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y"," ",1729
"ARAI1","LAKE SUWA","L","1730-31",-999,-999,-999,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y"," ",1730
"ARAI1","LAKE SUWA","L","1731-32",-999,-999,-999,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y"," ",1731
"ARAI1","LAKE SUWA","L","1732-33",-999,-999,-999,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y"," ",1732
"ARAI1","LAKE SUWA","L","1733-34",-999,-999,-999,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y"," ",1733
"ARAI1","LAKE SUWA","L","1734-35",-999,-999,-999,-999,-999,-999,0,36.15,138.08,"JAPAN","N"," ",1734
"ARAI1","LAKE SUWA","L","1735-36",-999,-999,-999,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y"," ",1735
"ARAI1","LAKE SUWA","L","1736-37",-999,-999,-999,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y"," ",1736
"ARAI1","LAKE SUWA","L","1737-38",-999,-999,-999,-999,-999,-999,0,36.15,138.08,"JAPAN","N"," ",1737
"ARAI1","LAKE SUWA","L","1738-39",-999,-999,-999,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y"," ",1738
"ARAI1","LAKE SUWA","L","1739-40",-999,-999,-999,-999,-999,-999,0,36.15,138.08,"JAPAN","N"," ",1739
"ARAI1","LAKE SUWA","L","1740-41",-999,-999,-999,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y"," ",1740
"ARAI1","LAKE SUWA","L","1741-42",1741,12,17,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1741
"ARAI1","LAKE SUWA","L","1742-43",-999,-999,-999,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y"," ",1742
"ARAI1","LAKE SUWA","L","1743-44",-999,-999,-999,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y"," ",1743
"ARAI1","LAKE SUWA","L","1744-45",-999,-999,-999,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y"," ",1744
"ARAI1","LAKE SUWA","L","1745-46",-999,-999,-999,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y"," ",1745
"ARAI1","LAKE SUWA","L","1746-47",1746,12,9,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1746
"ARAI1","LAKE SUWA","L","1747-48",1747,12,28,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1747
"ARAI1","LAKE SUWA","L","1748-49",1748,12,14,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1748
"ARAI1","LAKE SUWA","L","1749-50",1749,12,24,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1749
"ARAI1","LAKE SUWA","L","1750-51",1750,12,3,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1750
"ARAI1","LAKE SUWA","L","1751-52",1751,11,29,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1751
"ARAI1","LAKE SUWA","L","1752-53",1752,12,8,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1752
"ARAI1","LAKE SUWA","L","1753-54",-999,-999,-999,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y"," ",1753
"ARAI1","LAKE SUWA","L","1754-55",1755,1,2,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1754
"ARAI1","LAKE SUWA","L","1755-56",1755,12,2,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1755
"ARAI1","LAKE SUWA","L","1756-57",1756,12,6,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1756
"ARAI1","LAKE SUWA","L","1757-58",-999,-999,-999,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y"," ",1757
"ARAI1","LAKE SUWA","L","1758-59",1758,12,17,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1758
"ARAI1","LAKE SUWA","L","1759-60",-999,-999,-999,-999,-999,-999,0,36.15,138.08,"JAPAN","N"," ",1759
"ARAI1","LAKE SUWA","L","1760-61",1760,12,1,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1760
"ARAI1","LAKE SUWA","L","1761-62",1761,11,26,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1761
"ARAI1","LAKE SUWA","L","1762-63",1762,12,13,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y","calendar correction for ice_on: -30 days of original data; applied on 1 February 2012",1762
"ARAI1","LAKE SUWA","L","1763-64",-999,-999,-999,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y"," ",1763
"ARAI1","LAKE SUWA","L","1764-65",-999,-999,-999,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y"," ",1764
"ARAI1","LAKE SUWA","L","1765-66",-999,-999,-999,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y"," ",1765
"ARAI1","LAKE SUWA","L","1766-67",-999,-999,-999,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y"," ",1766
"ARAI1","LAKE SUWA","L","1767-68",-999,-999,-999,-999,-999,-999,-999,36.15,138.08,"JAPAN","Y"," ",1767
